id,refined_local_name,parent_id,refined_local_name_p,schema,vec_datatype_numeric,vec_datatype_text,vec_datatype_date,vec_datatype_miscellaneous,vec_constraint_pk,vec_constraint_fk,vec_constraint_notnull,vec_constraint_default,vec_constraint_unique,vec_constaint_check,concept_concat_info,concept_concat_sgtrt5,reconstruction_error_zscore_sgtrt5,reconstruction_error_zscore_glove,reconstruction_error_lof_sgtrt5,reconstruction_error_lof_glove,reconstruction_error_01pca2_glove,reconstruction_error_01pca2_sgtrt5,reconstruction_error_01ae_v0_glove_b10,reconstruction_error_01ae_v0_sgtrt5_b10,reconstruction_error_ensemble_AHMb,reconstruction_error_ensemble_APC,concept_concat_schema_instances_sgtrt5,reconstruction_error_zscore_sgtrt5_si,reconstruction_error_01lof_sgtrt5_si,reconstruction_error_01pca2_sgtrt5_si,reconstruction_error_01ae_v0_sgtrt5_si_b10
CONCEPT_188,productid,CONCEPT_186,customerorder,OC_HANA,1,0,0,0,0,1,0,0,0,0,productid:customerorder:OC_HANA,customer order product id,0.6068749,0.7534163021438521,0.9800099,1.011885409324887,0.0152666680786272,0.009844572,824.8078,914.91864,0.1327807312127477,0.0255307039062311,"customer order product id (22, 2, 50, 36, 55)",0.62957555,0.9812643,0.013796567,1728.8502
CONCEPT_189,customerid,CONCEPT_186,customerorder,OC_HANA,1,0,0,0,0,1,0,0,0,0,customerid:customerorder:OC_HANA,customer order customer id,0.6508963,0.791569941093992,0.9872268,1.0061223973866054,0.0157619401521985,0.009382234,837.6269,961.41644,0.194973974531685,0.0947553971626389,"customer order customer id (73, 58, 59, 15, 107)",0.60813266,0.9923773,0.011027147,1672.0771
CONCEPT_190,employeeid,CONCEPT_186,customerorder,OC_HANA,1,0,0,0,0,0,0,0,0,0,employeeid:customerorder:OC_HANA,customer order employee id,0.6992595,0.818657468379152,0.98037887,0.9992441410623408,0.0188541775995049,0.022108326,846.87244,973.4606,0.2718612164048681,0.1874879429368824,"customer order employee id (27, 11, 17, 13, 5)",0.67496425,0.9838173,0.016437652,1774.0873
CONCEPT_191,promotionid,CONCEPT_186,customerorder,OC_HANA,1,0,0,0,0,0,0,0,0,0,promotionid:customerorder:OC_HANA,customer order promotion id,0.67509085,0.7771432090347988,0.9779189,0.9892248045008945,0.0158915062588751,0.017979247,826.99896,974.6967,0.2301711828144871,0.153199905711057,customer order promotion id (nan),0.721399,1.0310475,0.020656453,1810.7246
CONCEPT_192,territoryid,CONCEPT_186,customerorder,OC_HANA,1,0,0,0,0,0,0,0,0,0,territoryid:customerorder:OC_HANA,customer order territory id,0.7140257,0.8112293414278687,0.9892425,0.9959688832137872,0.0207531894528242,0.023438187,845.97296,1009.1681,0.3130996331449112,0.2421605905915049,customer order territory id (nan),0.71873826,1.045391,0.02401554,1851.1313
CONCEPT_193,orderperiodid,CONCEPT_186,customerorder,OC_HANA,1,0,0,0,0,0,0,0,0,0,orderperiodid:customerorder:OC_HANA,customer order order period id,0.6886757,0.8983808786207002,0.9852416,1.0396704117059328,0.0193020293968114,0.013878946,871.8288,1006.3207,0.3076813092180855,0.1729384717042502,"customer order order period id (2761, 2164, 1690, 2125, 2495)",0.627974,0.98928505,0.015059556,1706.785
CONCEPT_194,requiredperiodid,CONCEPT_186,customerorder,OC_HANA,1,0,0,0,0,0,0,0,0,0,requiredperiodid:customerorder:OC_HANA,customer order required period id,0.7417682,0.9159711514043168,1.0100439,1.0739155152263606,0.0230267202328947,0.021417087,889.6462,1042.138,0.4019070138085748,0.2912100426308356,"customer order required period id (1653, 2486, 2670, 1726, 2935)",0.6913592,1.0015261,0.021261161,1785.3445
CONCEPT_195,shippedperiodid,CONCEPT_186,customerorder,OC_HANA,1,0,0,0,0,0,0,0,0,0,shippedperiodid:customerorder:OC_HANA,customer order shipped period id,0.73852974,0.9171433059958328,1.0153867,1.033235039894427,0.0215410644904234,0.021816865,888.1558,1036.4388,0.4062094556455678,0.2928163689291042,"customer order shipped period id (1688, 2710, 1537, 1490, 2235)",0.6780836,0.99478203,0.019158894,1771.809
CONCEPT_196,shipperid,CONCEPT_186,customerorder,OC_HANA,1,0,0,0,0,0,0,0,0,0,shipperid:customerorder:OC_HANA,customer order shipper id,0.71329635,0.8162468112371059,0.97860456,0.9878796949959658,0.019320198997319,0.021472797,848.66235,996.971,0.2861925845889278,0.2120433645686452,"customer order shipper id (7.0, 3.0, nan, 9.0, 5.0)",0.6822209,1.0328147,0.021459049,1764.4773
CONCEPT_197,unitprice,CONCEPT_186,customerorder,OC_HANA,1,0,0,0,0,0,0,0,0,0,unitprice:customerorder:OC_HANA,customer order unit price,0.731811,0.8548054382904919,1.0491341,1.0116172978962157,0.0258372291640071,0.027013527,865.64984,1011.46356,0.4065115535250233,0.3229923171576055,"customer order unit price (2000, 190, 1300, 500, 15)",0.7316033,1.0555114,0.028930949,1863.0007
CONCEPT_198,quantity,CONCEPT_186,customerorder,OC_HANA,1,0,0,0,0,0,0,0,0,0,quantity:customerorder:OC_HANA,customer order quantity,0.7194071,0.6945235121113867,1.0162446,1.007342441161618,0.0141218085566499,0.021934772,784.3295,994.98645,0.249554761545209,0.245936539834045,"customer order quantity (1145, 430, 1776, 272, 19)",0.68160075,0.9926669,0.018816693,1739.2274
CONCEPT_199,discount,CONCEPT_186,customerorder,OC_HANA,1,0,0,0,0,0,0,0,0,0,discount:customerorder:OC_HANA,customer order discount,0.74210113,0.7683611243578317,1.0121914,1.0112973423788398,0.0207776943840654,0.026757618,814.97076,995.16016,0.3061606216387864,0.2765049820854843,"customer order discount (16, 23, 28, 18, 19)",0.69448453,0.98478127,0.019724194,1806.6011
CONCEPT_200,unitsales,CONCEPT_186,customerorder,OC_HANA,1,0,0,0,0,0,0,0,0,0,unitsales:customerorder:OC_HANA,customer order unit sales,0.7380951,0.880278170770444,1.0787247,1.0190250978780866,0.0270507721897118,0.030435868,864.5363,999.40784,0.4497652490390341,0.3562835287702038,"customer order unit sales (35530, 344896, 60690, 47321, 165155)",0.640917,1.0000676,0.01987824,1678.5024
CONCEPT_201,netsales,CONCEPT_186,customerorder,OC_HANA,1,0,0,0,0,0,0,0,0,0,netsales:customerorder:OC_HANA,customer order net sales,0.7748993,0.9354049890713791,1.0950474,1.0761803280460156,0.0326651074333448,0.033973087,895.71326,1032.288,0.5384786809677516,0.4381559380886261,"customer order net sales (20239.8, 146862.0, 8539.8, 266860.8, 267279.0)",0.6637403,1.0011711,0.021615824,1696.151
CONCEPT_202,unitcost,CONCEPT_186,customerorder,OC_HANA,1,0,0,0,0,0,0,0,0,0,unitcost:customerorder:OC_HANA,customer order unit cost,0.7741193,0.8751763922504521,1.0594184,1.0196197942392466,0.0268798100818684,0.03018196,879.30194,1054.3785,0.477510332152136,0.4096735399019466,"customer order unit cost (63, 142, 67, 412, 375)",0.72765785,1.0438457,0.027024074,1801.8527
CONCEPT_203,freight,CONCEPT_186,customerorder,OC_HANA,0,1,0,0,0,0,0,0,0,0,freight:customerorder:OC_HANA,customer order freight,0.74320537,0.8257279289182499,1.0644498,1.0451143855822342,0.0269847042639703,0.0302406,854.1038,1007.48413,0.4125689996399087,0.3522001806168843,customer order freight (nan),0.77058357,1.0036687,0.026251083,1886.8892
CONCEPT_204,cost,CONCEPT_186,customerorder,OC_HANA,1,0,0,0,0,0,0,0,0,0,cost:customerorder:OC_HANA,customer order cost,0.7541253,0.7514906077733555,1.026559,1.0120383972679616,0.0188891945502973,0.02460667,816.29333,1046.1235,0.347389473644548,0.3345992947668103,"customer order cost (592350, 183300, 1410, 65216, 27540)",0.70205766,0.99154073,0.020545471,1764.415
CONCEPT_205,quantityordered,CONCEPT_186,customerorder,OC_HANA,0,1,0,0,0,0,0,0,0,0,quantityordered:customerorder:OC_HANA,customer order quantity ordered,0.7056296,0.852369902643126,1.0068082,1.003529231426056,0.0255180832783761,0.020072157,854.33563,975.46313,0.3039600993659136,0.2051668954594471,customer order quantity ordered (nan),0.72083426,1.0318388,0.02217263,1798.9374
CONCEPT_206,deliveredperiodid,CONCEPT_186,customerorder,OC_HANA,0,1,0,0,0,0,0,0,0,0,deliveredperiodid:customerorder:OC_HANA,customer order delivered period id,0.71769863,0.8862830420795266,1.0006423,1.0283682671330443,0.0230185021945481,0.020932043,874.235,1027.8262,0.3671067602365333,0.2573987237584113,customer order delivered period id (nan),0.73348457,1.030638,0.024284957,1846.3698
